name	Active_1	CR_1	Active_2	Active_3	CR_2	Active_4	CR_3	CR_4	CR_5	Active_5	Active_6	CR_6	Active_7	Active_8	CR_7	CR_8	Active_9	CR_9	CR_10	Healthy_1	Healthy_2	Healthy_3	Healthy_4	Healthy_5	Healthy_6	Healthy_7	Healthy_8	Healthy_9
hsa-miR-4774-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4775	1	6	8	0	0	0	0	0	0	7	6	0	12	1	0	0	15	3	3	1	3	2	4	3	8	2	2	1
hsa-miR-4777-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-3p	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
hsa-miR-4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4785	5	5	5	0	0	0	0	3	14	5	3	1	12	0	0	7	16	0	0	0	0	6	0	0	1	2	1	0
hsa-miR-4786-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
hsa-miR-4786-5p	5	0	1	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4
hsa-miR-4787-3p	1	5	0	0	0	0	0	0	0	0	2	0	5	0	0	0	1	0	0	1	0	0	0	2	2	0	0	0
hsa-miR-4787-5p	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4793-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4795-5p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4796-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
hsa-miR-4797-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4798-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-5p	0	0	7	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	1	0	3	0	0	2	2
hsa-miR-4800-3p	12	6	3	1	0	0	1	21	27	3	2	2	5	10	15	3	0	1	8	0	0	0	1	1	0	0	1	2
hsa-miR-4800-5p	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-5p	1	3	0	0	0	0	0	0	0	2	0	0	8	0	0	0	9	1	0	0	0	2	0	1	1	0	0	0
hsa-miR-483-3p	26	74	8	2	4	8	35	13	101	4	17	14	10	34	31	46	2	15	22	3	30	1	5	6	7	27	14	14
hsa-miR-483-5p	45	36	40	2	2	9	34	12	48	15	36	4	61	13	5	30	10	1	5	13	11	5	15	14	20	11	6	12
hsa-miR-484	2444	1362	1450	339	224	249	663	1066	1300	2931	1870	350	3152	611	280	868	5344	174	469	3241	3582	4622	2271	5843	14369	4266	1967	2584
hsa-miR-485-3p	87	48	96	6	5	14	22	13	8	163	211	4	466	30	9	21	42	4	1	208	207	202	97	460	632	335	145	137
hsa-miR-485-5p	137	56	156	4	5	19	65	51	45	305	413	20	634	50	14	35	131	5	5	112	74	125	74	300	257	149	69	76
hsa-miR-486-3p	3494	2119	1049.5	126.5	282	245.5	530	1190	1931	5199	4141	508	6681.5	1442.5	622	1550	5233	309	874.5	1195.5	893	1257.5	1074	1522	1764.5	1170.5	1068	1056
hsa-miR-486-5p	263181	177932	136466	29036	33699.5	17250.5	73621.5	115515.5	318338	322835	154251.5	76550	286510.5	74791	67620.5	139320.5	287122	32524.5	116111	62737	98480.5	74255	61954	77333	119725	104690.5	52749.5	56239.5
hsa-miR-487a-3p	13	5	10	1	0	2	2	0	0	11	17	0	32	0	0	2	1	1	0	10	6	2	7	12	12	7	3	2
hsa-miR-487a-5p	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	2	0	0	2	0	0	4	0	0
hsa-miR-487b-3p	96	53	106	3	9	12	23	50	32	201	222	8	427	17	17	12	53	20	15	120	104	79	35	220	365	191	56	71
hsa-miR-487b-5p	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0
hsa-miR-488-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-490-3p	20	12	77	7	4	1	11	18	14	99	139	16	105	34	38	76	4	4	0	1	2	1	1	5	3	2	3	0
hsa-miR-490-5p	0	0	9	0	0	0	0	4	0	10	17	3	20	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-5p	2	0	3	0	0	0	0	0	3	10	5	0	4	0	0	0	23	4	0	0	2	5	0	1	5	3	0	0
hsa-miR-493-3p	52	15	21	0	2	2	11	21	9	159	54	8	89	15	6	19	22	3	7	22	15	6	13	67	89	29	22	5
hsa-miR-493-5p	180	40	131	6	4	14	35	25	28	294	296	9	677	15	18	14	74	1	7	113	58	45	30	166	262	91	40	33
hsa-miR-494-3p	9	19	24	10	1	3	7	5	2	39	68	0	65	4	0	8	7	4	3	31	17	15	2	33	65	41	13	22
hsa-miR-494-5p	4	2	0	0	0	0	0	0	0	0	5	0	2	0	3	0	0	1	0	3	3	0	0	1	2	0	0	0
hsa-miR-495-3p	4	0	4	0	0	0	0	0	0	12	10	0	20	0	0	0	6	0	0	13	7	6	3	17	28	21	4	7
hsa-miR-495-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-496	4	0	2	0	0	1	1	0	0	2	6	0	12	0	0	3	1	0	0	2	1	0	1	0	8	5	3	0
hsa-miR-497-3p	0	1	0	0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-497-5p	41	47	24	7	4	11	7	26	81	127	81	2	104	15	6	21	89	4	8	27	34	33	17	34	34	64	18	14
hsa-miR-4999-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-5p	4	0	0	0	0	1	0	0	0	3	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-499a-5p	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1	2	0	1	1	0	0
hsa-miR-499b-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5000-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
hsa-miR-5001-3p	1	7	0	0	1	0	0	0	0	1	1	0	2	6	0	0	4	0	1	1	0	0	0	1	2	3	0	0
hsa-miR-5001-5p	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	5	0	1	0	0	1	1	0
hsa-miR-5003-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-3p	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-5p	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	6	0	0	0	0	0	0	1	0	0	2	2
hsa-miR-5006-3p	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-5006-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-5009-5p	0	3	0	0	0	0	0	0	0	0	7	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-500a-3p	111	92.5	174	7	30.5	15	62.5	63.5	98.33	187.5	193	19.5	284.5	49.5	40	77.5	357	15	12.5	51.5	53.5	78	40.5	96	173	71.5	22	46.5
hsa-miR-500a-5p	0	1	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0
hsa-miR-500b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-500b-5p	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-501-3p	37.5	42	68	0	11	4	29	18	47.33	85	85	14	70	17	4	49	65	2	4	13	23	23	12	22	49.5	29	4	7
hsa-miR-501-5p	1	3	3	10	0	0	0	0	0	1	0	0	9	4	0	1	4	0	0	4	0	1	1	3	1	4	1	0
hsa-miR-5010-3p	14	8	10	0	2	0	12	2	3	15	30	5	35	3	10	5	26	0	0	22	16	30	11	13	25	31	10	2
hsa-miR-5010-5p	158	95	200	21	33	31	111	81	118	191	224	47	233	69	45	58	258	32	29	70	56	109	48	95	128	68	32	53
hsa-miR-502-3p	8.5	13.5	17	1	0.5	0	3.5	4.5	21.33	13.5	13	2.5	19.5	6.5	2	7.5	19	1	1.5	0.5	13.5	8	2.5	8	12.5	8.5	5	5.5
hsa-miR-502-5p	1	0	3	0	0	0	0	4	1	1	7	0	7	0	0	6	1	0	0	0	0	0	0	0	2	1	0	0
hsa-miR-503-3p	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-5p	5	3	3	0	0	0	0	0	0	12	7	0	7	0	0	2	14	0	0	1	0	2	2	1	0	2	0	0
hsa-miR-504-3p	4	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	3	0	0	1	0	0	1	0	1	0	0	0
hsa-miR-504-5p	6	1	2	0	0	1	0	0	0	2	2	0	5	0	4	0	9	0	0	0	1	3	1	2	9	0	0	0
hsa-miR-505-3p	36	42	46	6	2	0	16	20	21	94	54	3	104	3	3	22	128	1	2	121	152	191	89	242	422	157	78	86
hsa-miR-505-5p	21	9	24	1	1	0	13	1	0	16	15	2	82	2	0	6	31	1	9	14	16	26	14	27	28	11	2	10
hsa-miR-508-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-508-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	0	0	1	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
hsa-miR-509-3p	2.67	0	1	0	0.67	0	3	1	0	1.67	6.33	0.33	10.33	0	0	0	2.67	0	0.33	0	0	1	0	0	0	0	0.67	0
hsa-miR-5090	1	0	1	0	0	2	0	0	0	1	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
hsa-miR-5100	5	15	10	8	1	2	0	33	6	11	13	11	42	12	4	6	12	0	5	1	2	1	3	1	6	2	14	0
hsa-miR-511-5p	0	0	2	0	0	0	0	4	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1
hsa-miR-512-3p	1.5	3	0	0	0	0	0	0	11.5	0	0	0	0.5	2.5	0	2	0	0.5	3	0	1.5	0	0	0	0	1.5	3	0
hsa-miR-513a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0
hsa-miR-515-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0	0	3.5	0	0
hsa-miR-516a-5p	0.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0
hsa-miR-516b-5p	0.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2	0.5	0	0	0	0
hsa-miR-517-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517a-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517b-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5187-3p	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
hsa-miR-5187-5p	11	6	33	3	1	1	0	0	0	17	16	1	61	0	1	0	42	6	0	3	3	7	13	15	4	2	4	4
hsa-miR-5188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-5189-3p	11	8	22	4	2	5	4	22	7	83	36	7	0	1	1	0	98	0	4	10	9	12	9	8	14	6	0	5
hsa-miR-5189-5p	114	53	258	11	11	24	52	127	67	449	288	32	45	7	3	2	659	7	27	40	48	143	41	71	66	27	19	44
hsa-miR-518a-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-518c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-3p	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-518e-5p	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0
hsa-miR-518f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-5190	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5193	11	10	16	1	0	2	7	0	13	12	30	2	74	7	0	5	43	0	1	6	2	10	5	13	15	5	4	1
hsa-miR-5194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5195-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5196-3p	3	5	1	0	0	0	0	1	11	2	0	0	0	15	0	2	1	1	2	0	4	2	1	0	0	5	0	0
hsa-miR-519a-5p	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0
hsa-miR-519b-5p	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0
hsa-miR-519c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-519c-5p	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0
hsa-miR-519d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-519d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-520a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520f-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520g-3p	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-522-5p	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0
hsa-miR-523-5p	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0
hsa-miR-524-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-525-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526b-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-532-3p	11	13	22	4	0	1	5	17	30	20	21	5	15	0	5	2	16	0	15	4	1	11	2	4	17	6	0	1
hsa-miR-532-5p	238	202	203	35	26	25	76	225	582	422	192	97	459	124	56	295	677	48	137	74	160	126	113	173	263	188	75	92
hsa-miR-539-3p	30	26	25	0	1	4	2	2	0	26	47	1	43	3	4	9	10	0	0	20	22	3	9	41	80	44	20	17
hsa-miR-539-5p	7	4	4	0	0	0	0	2	9	2	2	0	28	2	0	0	2	0	0	3	10	10	2	17	21	11	1	6
hsa-miR-541-3p	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-541-5p	0	0	0	0	0	0	0	0	0	0	0	6	1	0	3	4	0	0	0	0	0	0	0	1	0	0	0	2
hsa-miR-542-3p	20	7	12	1	0	2	7	3	15	1	9	1	27	2	0	6	35	2	7	3	4	5	0	3	12	5	0	0
hsa-miR-542-5p	5	0	0	0	0	0	2	0	8	4	7	0	0	0	1	0	6	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-543	36	12	36	2	1	4	28	8	13	56	50	10	147	5	12	11	12	0	0	115	98	92	37	209	333	127	75	62
hsa-miR-545-3p	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0
hsa-miR-545-5p	4	16	7	0	0	1	0	0	0	1	7	0	6	5	0	0	15	0	0	1	5	1	1	3	5	2	3	2
hsa-miR-548a-3p	0	0	0.67	0	0	0	1.67	0	1	0.33	0	0	0	0	0	1	2.67	0	0	0.33	0.33	0	0	0.83	2.33	1.67	0	0
hsa-miR-548a-5p	0	0	3	0	0	0	0	0	0	1	5	0	0	0	0	0	2	0	0	2	0	2	2	6	3	6	1	4
hsa-miR-548aa	0	0.33	0.67	0	0	0	0	0	0	0.33	0.67	0.33	0.67	0	0	0	1	0	0	0	1	0	0.33	0	0.5	1.67	0	1.33
hsa-miR-548ab	1	0	3	0	0	0	0	0	0	2	0	0	0.5	0	0	0	0.5	0	0	2	3	0	1	0	1	0	0	0
hsa-miR-548ad-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ad-5p	3.4	4.4	6.2	0.2	0	0.4	1.2	2	1.8	9.2	9.2	1.8	4.94	0.8	3.4	1.4	4.8	1.4	1.2	2.53	5.74	3	2	3.2	5.73	5.09	2.4	2
hsa-miR-548ae-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0.25	0	0
hsa-miR-548ae-5p	5.4	6.4	12.2	0.2	0	0.4	1.2	2	7.8	13.2	9.2	1.8	12.94	0.8	3.4	1.4	5.8	1.4	1.2	12.52	8.74	5	8	14.2	14.72	9.09	2.4	3
hsa-miR-548ag	4.53	4	7.77	0.5	0	1	1.5	1.33	3.33	2.5	11.53	0.33	9.98	0	0.33	0.33	11.4	0.33	0	4.79	0.5	6.77	2.17	2.5	6.67	2.99	0.83	0
hsa-miR-548ah-3p	0.5	1.33	0	0	0	0	2	0	0	4.5	0	0	0.33	0	0	1	1	0	0	0	0	1	0.67	1	3.75	0	2	1
hsa-miR-548ah-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-548ai	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0
hsa-miR-548aj-3p	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
hsa-miR-548aj-5p	0.5	1.82	0.65	0	0	0.25	0.3	0	1.83	0.68	0.92	0	1.5	0.32	0.62	0.2	0.25	0.2	0	0.5	2.82	0.2	0.56	0.3	1.23	1.76	0.4	0.7
hsa-miR-548ak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548al	6	0.33	3	0	0	0	0	0	4	3	0	0	2	0	0	0	1	0	0	1	1.33	3.33	2	1.33	5	0	3	0
hsa-miR-548am-3p	0	0.33	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548am-5p	3	13.17	24.83	1	0	1.25	1.5	0	3.58	18.42	21.88	1.67	24.83	2	0.67	6	25.58	0.25	0.67	4.67	23.75	27.83	18.75	20	37.58	31.42	10.5	6.58
hsa-miR-548an	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0.53	0	0	0
hsa-miR-548ap-5p	0	0.5	2	0	0	0	0	0	0	0.5	3	0	0.17	0	0	0	1.67	0	0	0.33	1	0.5	0	0.17	2.5	1	0	1
hsa-miR-548aq-3p	0	0.75	0.5	0	0	0	0	0	0	1	0	0.5	0	0	0	0	5.5	0	0	0.5	1.5	0.17	1	4	1.5	0.75	0	0
hsa-miR-548aq-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ar-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	3	0	0
hsa-miR-548ar-5p	0.5	1.6	0.65	0	0	0.25	0.3	0	1.5	0.35	0.7	0	1.5	0.1	0.4	0.2	0.25	0.2	0	0.5	2.6	0.2	0.45	0.3	0.9	1.65	0.4	0.7
hsa-miR-548as-5p	0	0	0	0	0	0	0	0	0	0	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548at-5p	1	2	0	1	0	0	0	0	0	1	0	0	6	0	0	0	7	2	0	4	4	3	2	2	3	4	1	0
hsa-miR-548au-5p	1	1.5	4.5	0	0	0.25	1.5	0	1.25	3.75	2.75	0	5	1	0	0	7.25	0.25	0	4	2.75	3.5	9.75	1	6	7.75	8.5	0.25
hsa-miR-548av-3p	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548av-5p	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-548aw	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
hsa-miR-548ax	4	3	12	0	0	2	5	0	6	6	17	0	11	6	3	0	15	0	0	9	16	16	11	20	25	30	4	5
hsa-miR-548ay-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	2	0	0	0	0	1	0	2	0
hsa-miR-548ay-5p	3.6	5.4	9.97	0.2	0	0.4	3.87	2	1.8	12.2	7.4	1.8	10.94	0.8	3.4	1.4	12.12	1.4	1.2	3.86	8.41	8.93	6.58	6.2	9.46	9.62	2.73	5.17
hsa-miR-548az-5p	3	3	2	0	0	0	0	0	0	0	0	0	9.5	0	0	2	6	0	0	0	0.14	0	0	2	4.53	0	0	1
hsa-miR-548b-5p	3	1	5	0	0	0	0	0	1	4	2	0	0	0	0	0	4	2	0	0.12	1	0	0	2	2.12	0	1	0
hsa-miR-548ba	0	0	2	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-548bb-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0
hsa-miR-548bb-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548bc	6	4	4	1	0	1	3	3	15	17	16	0	9	1	6	1	20	1	1	4	2	5	3	5	15	3	1	0
hsa-miR-548c-3p	0	0	0	0	0	0	0	0	0	0	0.33	0	1	0	0	0	0	0	0	0	0.33	0	0	0.33	0.67	0	0	0
hsa-miR-548c-5p	2	10.17	9.83	0	0.5	1.25	1.5	0	3.58	6.42	6.88	1.67	6.83	1	0.67	1	7.58	0.25	0.67	3.67	10.25	10.33	8.75	8.5	11.08	14.92	5.5	1.58
hsa-miR-548d-3p	0.5	0	0.5	0	0	0.5	3	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0.5	1.5	0	0
hsa-miR-548d-5p	9.43	15.4	16.63	0.7	0	0.4	5.87	3.33	8.13	16.2	17.73	2.13	26.28	5.8	3.73	1.73	19.12	1.73	1.2	8.53	10.91	14.6	10.25	10.2	17.62	13.12	4.57	5.17
hsa-miR-548e-3p	19	13	32	0	6	1	14	4	19	33	43	2	37	0	2	13	44	1	3	17	42	27	11	30	67	20	5	14
hsa-miR-548e-5p	21	11	11	1	4	3	3	30	11	20	27	1	19	8	9	12	54	7	0	19	11	19	16	28	32	29	9	24
hsa-miR-548f-3p	0	1.25	0.5	0	0	0	0	0.5	2.5	0.5	5	0	3.5	0	0	0	2.5	0	0.5	1.75	0.25	6.42	1.5	0	1	0.5	0	0.5
hsa-miR-548f-5p	0.5	1.82	0.4	0	0	0	0.3	0	1.83	0.1	0.92	0	1.5	0.32	0.62	0.2	0	0.2	0	0.5	2.32	0.2	0.31	0.3	0.9	1.51	0.4	0.7
hsa-miR-548g-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548g-5p	0.5	1.82	0.65	0	0	0.25	0.3	0	1.83	1.68	0.92	0	1.5	0.32	0.62	0.2	0.25	0.2	0	0.5	2.82	0.2	0.56	0.3	1.23	1.76	0.4	0.7
hsa-miR-548h-3p	0	0.33	0	0	0	0	0	0	0	1.5	0.33	0	1	0	0	0	1	0	0	0	0.67	0.83	0	0.67	1.17	0	0	0
