	Cancer_011	Cancer_012	Cancer_013	Cancer_014	Cancer_015	Cancer_016	Cancer_017	Cancer_019	Cancer_020	Cancer_022	Cancer_023	Cancer_024	Cancer_025	Cancer_026	Cancer_027	Cancer_028	Cancer_029	Cancer_030	Cancer_031	Cancer_032	Cancer_033	Cancer_034	Cancer_035	Cancer_036	Cancer_037	Cancer_038	Cancer_039	Cancer_040	Cancer_041	Cancer_042	Cancer_043	Cancer_044	Cancer_045	Cancer_046	Cancer_047	Cancer_048	Healthy_001	Healthy_002	Healthy_003	Healthy_004	Healthy_005	Healthy_006	Healthy_007	Healthy_008	Healthy_010
hsa-miR-3159	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0
hsa-miR-3160-3p	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	0	32	6	9	26	0	17	31	16	27	10	28	1	0	0	9	3	3	10	5	27	0	5	30	11	1	38	16	0	3	63	0	11	5	12	3	0	0	0	0	0	0	0	0	0
hsa-miR-3162-3p	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3	0	0	0	0	13	7	0	0	0	0	0	1	0	0	0
hsa-miR-3162-5p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0
hsa-miR-3163	1	4	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	4	0	2	1	1	1	0	0	0	0	3	0	0	4	1	3	0	0	0
hsa-miR-3165	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	4	3	0	1	1	0	0	0	0	6	2	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	1	7	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0
hsa-miR-3168	6	17	154	11	6	32	2	6	9	0	0	2	7	6	112	4	1	0	1	0	0	7	0	1	1	14	2	0	2	0	0	3	1	1	0	2	3	21	30	38	33	10	13	17	56
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	2	0	0	0	0	0	1	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	8	0	0	0	4	0	0	0	0	2	0	1	0	0	1	1	0	0	0
hsa-miR-3173-5p	32	32	14	19	39	5	6	3	24	9	9	6	1	4	0	1	0	4	7	0	3	0	5	8	25	2	26	0	10	1	10	0	4	1	3	1	10	4	32	6	19	45	17	11	13
hsa-miR-3174	12	5	1	6	18	1	3	5	6	7	11	11	0	0	0	1	0	0	1	3	0	0	0	22	7	0	25	1	2	4	24	0	0	5	2	6	0	1	3	4	5	6	0	4	4
hsa-miR-3175	2	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	0	8	2	0	0	5	0	0	1	0	0	0	1	3	0	0	0	0	1	0
hsa-miR-3176	6	2	3	3	5	0	1	1	3	10	8	6	0	0	0	9	0	1	2	0	1	13	7	23	5	8	10	0	0	4	25	5	0	7	9	7	5	1	0	0	2	4	4	1	3
hsa-miR-3177-3p	24	16	12	7	41	1	8	5	4	65	20	31	1	8	0	8	0	4	3	3	15	19	12	41	16	0	107	11	0	17	163	1	8	11	8	9	5	10	17	13	16	18	4	2	8
hsa-miR-3177-5p	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
hsa-miR-3178	1	1	0	0	1	0	1	2	3	0	0	0	7	0	1	0	1	1	0	0	0	4	4	0	0	1	0	11	2	5	1	0	0	0	0	6	0	1	0	1	0	0	0	0	1
hsa-miR-3179	0	0.5	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180	0.14	0	0.14	0	0.14	0	0.14	0	0.29	0.29	0.14	0.14	0	0	0.14	0	0	0	0	0	0	0	0	0.43	0	0	0.29	0	0	0	0.43	0.14	0	0	0	0	0	0	0.29	0	0	0	0	0	0
hsa-miR-3180-3p	0.14	0	0.14	0	0.14	0	0.14	0	0.29	0.49	0.14	0.14	0	0	0.14	1	0	0	0	0	0	0	0	0.43	0	0	0.29	0	0	0	0.43	0.14	0	0	0	0	0	0	0.29	0	0	0	0	0	0
hsa-miR-3180-5p	0.67	1	0	1.33	1	0	0.33	0.67	0.67	2.33	0	0.67	0	0.33	0	0	0	0	0	0	0	0	0.67	5.67	0	0	0.33	2.33	0	0	1.67	0	0.33	2	0	0.67	1	0.67	0.33	0	1	1	0	0.67	0
hsa-miR-3181	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	3	1	0	0	0	0	0	0	2	1	1	5	3	0	0	0	0	0	1	0	1	2	11	4	2	0	1	0	0	8	5	0	0	1	0	6	2	0	2	0	1	0	0	0	0
hsa-miR-3183	1	0	1	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	1	0	0	0	7	0	0	0	5	0	0	2	1	1	1	3	0	0	0
hsa-miR-3185	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	1	0	7	0	6	0	0	1	2	2	3	1	0	0	1	0	0	0	0	0	0	7	1	10	1	0	7	0	1	2	14	0	0	0	0	0	0	0	0	0	0	3	1	2	0
hsa-miR-3187-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	1	0	0	0	0	0	4	0	0	0	0	7	0	0	2	0	2	0	0	0	0
hsa-miR-3188	25	5	0	5	4	2	10	13	7	20	4	11	0	4	0	1	0	0	0	0	3	4	2	50	19	1	4	0	0	0	131	0	5	3	0	0	1	3	14	6	9	3	1	0	3
hsa-miR-3190-3p	1	2	0	3	0	3	0	0	2	2	2	9	0	0	1	0	0	0	0	0	4	0	0	3	2	0	6	0	0	0	4	0	0	0	0	0	0	0	4	0	1	6	0	0	0
hsa-miR-3190-5p	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	4	3	0	2	2	0	0	3	1	16	3	0	2	0	0	0	0	0	0	2	0	4	0	6	4	0	27	2	0	0	14	0	0	10	0	1	0	0	3	0	7	1	0	1	0
hsa-miR-3191-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	4	0	0	8	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-3192-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3192-5p	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	4	0	0	0	0	1	0	0	0	0	6	2	0	0	0
hsa-miR-3194-3p	0	1	0	2	2	0	0	1	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	4	0	0	0	2	0	0	0	1	0	0	1
hsa-miR-3194-5p	4	0	1	6	8	0	0	1	5	3	0	5	0	3	0	8	0	0	3	3	1	0	0	3	0	0	4	1	0	8	5	0	0	2	19	0	1	3	2	0	0	1	2	2	1
hsa-miR-3195	0	1	0	0	1	1	0	1	2	12	14	0	1	0	0	1	0	0	0	0	0	16	6	4	1	19	2	2	23	1	0	6	4	3	0	6	0	0	0	0	1	0	1	3	4
hsa-miR-3196	29	42	21	19	57	8	18	30	14	61	34	44	6	0	2	18	4	5	8	8	15	44	44	87	59	1	208	23	8	21	100	1	8	31	53	90	22	14	31	9	20	30	11	5	5
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
hsa-miR-3199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-3p	21	9	1	5	22	0	11	8	1	3	6	15	0	1	0	0	2	0	0	1	0	0	0	5	17	0	29	0	6	3	24	1	2	0	0	0	1	1	5	9	7	10	0	2	5
hsa-miR-32-5p	23	13	28	30	20	4	140	23	20	32	45	33	4	5	0	9	6	2	2	4	26	5	100	25	13	3	27	14	4	18	24	8	4	27	16	12	26	54	25	11	34	75	82	33	18
hsa-miR-3200-3p	0	0	2	0	0	0	1	0	0	1	3	0	1	8	0	1	7	0	0	0	0	0	4	3	0	6	3	1	0	5	3	0	8	0	8	7	1	1	1	2	2	0	0	0	0
hsa-miR-3200-5p	0	0	3	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0	0
hsa-miR-3202	0	0	0.5	0	0	0	0	0	0	0	0.5	0	1	0	0	0	2	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	0	0	0
hsa-miR-320a-3p	23242.83	21208.45	7474.97	14207.75	54214.61	3635.12	10371.05	16364.86	11162.58	22624.57	9966.81	24611	1100.07	1303.87	243.68	4763.53	941.47	970.67	2361.42	2141.53	4904.68	3846.73	5604.13	22742.51	19738.33	1545.4	61762.19	4310.28	1976.27	5636.47	68447.06	1811.53	2068.47	5687	5828.53	4930.93	8306.34	5672.97	18862.53	7839.85	21165.39	20463.81	6234.77	5625.73	5723.18
hsa-miR-320a-5p	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320b	197.33	135.95	78.64	178.42	302.61	83.29	158.3	198.77	104.42	253.48	151.48	213.59	26.98	15.12	5.01	71.7	21.22	22.17	42.67	34.87	228.68	86.48	164.22	261.76	216.75	61.4	426.77	100.94	247.77	154.97	501.56	120.03	54.72	146.25	116.87	113.43	86.26	88.64	151.11	110.85	158.39	212.39	110.19	77.56	96.68
hsa-miR-320c	48.16	43.95	21.3	40.5	115.44	21.79	29.55	36.61	39.08	53.82	31.64	75.67	21.98	14.95	0.68	11.87	9.38	15.5	12.84	7.2	20.34	23.65	28.38	58.59	57.25	24.4	142.69	22.94	15.6	36.47	137.39	22.7	24.55	26.25	17.03	32.6	19.76	16.97	47.2	27.69	45.22	58.06	21.52	22.89	27.35
hsa-miR-320d	10.56	13.05	4.29	6.5	24.49	4.62	5	11.59	8.83	18.83	4.14	19.79	4.5	6.5	1.14	0	0.83	0	3.79	2	4.14	10.5	23.83	23.64	10.33	0	49.4	4.14	2	4	30.14	9	1.5	6	5.5	0	6.64	11.57	20.26	8.29	15.12	24.42	4.46	6.39	8
hsa-miR-320e	0.11	0	0	0	2.38	1.12	0	1.25	2.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	2.5	0	1.38	2.12	1.25	0
hsa-miR-323a-3p	236	66	13	103	259.5	20	10	49.5	84	87	31	86	6	1	6	9	2	3	22	8	14	54	8	150	245	24	431	21	9	13	27	1	5	32	30	15	90	93	50	29	138	198	91	44	26
hsa-miR-323a-5p	10	2	0	1	2	0	0	3	6	2	1	2	0	0	1	0	0	0	0	0	0	0	0	4	16	1	13	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	2	1
hsa-miR-323b-3p	391	157	26	219	239.5	34	25	173.5	139	99	35	169	3	6	6	35	14	7	23	17	64	53	23	188	197	5	339	12	20	25	85	7	3	123	38	99	78	84	102	61	270	371	249	60	75
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	52	57	29	27	95	4	32	24	23	62	50	43	19	2	8	33	4	8	12	1	16	42	80	116	52	30	136	32	29	45	265	4	61	77	15	60	17	19	21	22	31	65	29	17	31
hsa-miR-324-5p	17	6	4	4	21	3	6	4	9	17	12	18	7	3	11	20	3	8	6	0	4	4	17	16	10	2	31	8	5	2	57	2	2	10	18	9	4	6	8	6	3	14	6	4	1
hsa-miR-326	135	107	77	65	215	22	76	76	85	175	94	83	28	11	24	237	21	37	43	22	56	97	62	332	137	18	335	93	7	65	612	16	32	104	60	76	58	53	79	52	110	156	61	33	39
hsa-miR-328-3p	1741	1859	931	978	3369	286	1018	1102	1179	2233	1458	1446	163	174	32	537	144	120	413	199	595	863	806	2431	2202	209	4068	519	265	830	4326	228	205	611	571	698	748	762	1252	644	1449	1798	1085	542	693
hsa-miR-328-5p	0	1	3	3	5	0	0	0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	2	6	0	0	7	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0
hsa-miR-329-3p	5.5	0.5	0	2	4	1.5	0.5	1	0.5	2	0.5	2	0	0	0	0	0	0	0	0	0.5	0.5	0	2.5	8.5	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0.5	1.5	6.5	0.5	1	0
hsa-miR-329-5p	4	0	0	4.5	8	0.5	1	1.5	0	3	0.5	1.5	0	0	0	0	0	0	0	0	0	0.5	0.5	1.5	6	0	14.5	0	0	0	0	0	0	0.5	2.5	0	2	2	0	3	0	3	2.5	0	2
hsa-miR-330-3p	248	172	94	104	354	28	129	153	126	229	126	168	5	13	8	61	16	17	26	32	48	81	101	360	203	40	387	55	25	75	627	20	29	102	80	65	97	107	126	54	167	270	102	61	73
hsa-miR-330-5p	52	33	36	31	51	7	35	30	31	51	30	37	1	6	4	20	6	8	21	4	9	29	42	76	34	0	67	20	1	33	200	8	2	25	4	10	22	22	32	23	34	60	14	7	14
hsa-miR-331-3p	114	105	68	51	142	19	51	40	42	96	52	93	15	12	18	106	3	6	24	13	43	91	83	203	115	34	213	55	4	49	379	7	32	71	51	38	41	43	63	32	92	129	58	21	41
hsa-miR-331-5p	8	5	3	3	11	0	13	2	7	11	12	5	0	1	0	3	5	1	0	0	0	7	7	21	11	0	21	12	1	3	56	2	5	11	10	3	2	5	4	3	10	10	13	6	5
hsa-miR-335-3p	282	201	106	169	419	13	128	178	95	312	167	281	6	17	17	34	9	3	24	55	64	13	69	138	149	7	655	45	11	29	374	43	12	92	77	43	128	185	205	54	185	413	262	73	73
hsa-miR-335-5p	1442	1447	959	1054	1724	181	1058	934	578	216	248	296	10	12	3	57	11	6	24	53	102	19	83	189	330	6	429	55	47	63	501	37	9	64	85	41	731	1508	780	470	1324	2907	1809	422	741
hsa-miR-337-3p	33	2	1	2	30	1	1	6	11	5	5	2	0	0	0	0	0	0	0	0	0	0	0	5	7	0	10	0	0	0	2	0	0	4	0	2	7	10	11	7	20	28	16	7	5
hsa-miR-337-5p	5	2	0	0	4	12	1	4	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	4	2	11	0	0	0	3	0	0	0	0	0	3	1	0	5	5	12	3	3	0
hsa-miR-338-3p	27	31	15	38	42	6	22	52	19	42	38	37	7	6	8	24	13	8	12	10	30	5	51	54	49	12	55	21	12	18	118	7	10	13	8	15	30	17	24	25	58	39	21	7	26
hsa-miR-338-5p	10	14	7	3	26	1	10	9	7	11	9	11	1	0	0	3	0	0	0	3	3	2	1	9	4	2	34	5	12	2	35	0	0	1	2	7	5	7	9	8	10	9	1	5	1
hsa-miR-339-3p	477	610	286	387	665	115	275	344	317	818	395	375	74	68	69	397	59	85	164	67	122	388	514	1160	387	183	1031	269	49	358	2158	45	151	311	247	259	189	270	306	263	419	622	283	145	237
hsa-miR-339-5p	369	398	204	216	543	51	149	209	226	632	311	247	28	54	26	267	12	38	109	34	87	214	203	609	317	40	893	142	43	235	1261	43	58	197	166	191	107	187	161	121	247	384	191	127	121
hsa-miR-33a-3p	4	3	4	6	6	0	2	6	1	6	3	3	0	0	0	2	1	0	11	3	1	0	0	6	4	3	13	0	0	3	16	0	0	0	4	0	6	3	2	5	5	7	1	0	4
hsa-miR-33a-5p	73	69	44	28	56	18	34	55	36	79	41	33	9	6	1	32	2	4	8	7	23	16	19	60	27	1	87.5	20	12	26	149	16	8	53	21	40	57	45	39	48	84	101	51	21	35
hsa-miR-33b-3p	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33b-5p	12	13	11	24	19	1	21	19	20	28	19	23	2	2	1	31	0	3	15	2	5	12	29	54	17	2	34.5	7	0	20	76	0	12	19	10	23	14	12	10	4	20	28	6	0	7
hsa-miR-340-3p	112	117	65	60	127	11	120	67	58	156	83	105	15	12	3	18	2	5	33	15	11	14	35	148	66	2	134	11	6	25	223	5	20	23	32	19	77	64	77	40	124	195	86	27	48
hsa-miR-340-5p	1677	1998	669	1185	1936	273	1781	1484	750	2793	2029	2015	112	84	22	422	88	82	209	287	533	219	1076	1709	1557	129	3664	387	198	439	5224	323	215	457	767	749	1066	1324	954	847	1334	2567	1592	458	824
hsa-miR-342-3p	2264	1287	837	1360	2953	145	849	1386	338	661	577	309	28	81	33	158	122	100	199	123	350	184	757	1242	732	144	1120	271	98	185	1204	70	143	293	284	195	746	1444	814	330	2088	2928	771	325	616
hsa-miR-342-5p	373	153	148	346	371	57	198	249	77	505	333	164	23	66	6	96	61	59	99	69	252	161	427	475	450	99	559	183	53	134	400	47	66	210	240	109	122	133	171	85	266	317	145	85	110
hsa-miR-345-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-345-5p	97	130	81	74	193	13	81	77	55	330	161	162	76	18	29	206	25	33	92	25	35	182	294	262	135	53	336	122	34	113	511	22	61	111	133	83	33	78	78	52	100	153	98	53	34
hsa-miR-34a-5p	1	4	0	0	5	0	2	3	7	5	2	1	3	3	0	0	0	0	2	0	1	7	0	13	54	0	56	2	0	5	8	0	0	0	0	1	2	0	0	0	4	1	2	2	0
hsa-miR-34b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34c-5p	1	2	0	0	1	1	2	0	0	0	0	1	2	0	0	0	0	0	0	1	8	7	0	4	0	0	8	7	2	0	1	0	0	0	0	1	1	1	2	1	1	0	3	1	0
hsa-miR-3605-3p	101	117	44	58	198	24	109	66	53	138	64	71	6	17	5	19	32	9	16	15	38	21	59	120	100	17	174	29	16	18	176	16	10	46	42	51	72	66	80	42	77	109	46	41	44
hsa-miR-3605-5p	5	14	8	9	21	0	6	12	7	10	10	17	0	2	0	3	0	1	0	4	2	0	8	24	4	2	32	2	3	4	27	5	4	6	7	1	6	5	10	1	6	9	5	4	6
hsa-miR-3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-361-3p	325	230	94	157	419	28	122	103	107	312	198	250	29	35	14	76	37	25	71	39	124	99	508	366	227	43	582	77	30	212	651	7	94	118	85	116	97	123	144	98	164	247	140	59	76
hsa-miR-361-5p	274	275	76	125	623	33	117	132	130	243	132	203	2	8	6	6	8	12	19	25	40	44	127	206	171	20	531	35	30	54	392	5	11	56	53	37	101	104	187	72	159	280	155	78	68
hsa-miR-3611	0	0	2	0	2	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	1	1	1	0	2	3	1	0	0
hsa-miR-3613-3p	6	8	0	1	18	0	7	1	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	11	5	0	0
hsa-miR-3613-5p	13	2	1	5	10	2	8	4	12	20	13	18	0	0	0	0	0	0	0	0	2	0	0	7	12	0	32	0	0	0	17	4	1	4	4	0	7	3	4	5	7	3	11	2	0
hsa-miR-3614-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3614-5p	3	2	0	0	0	0	2	0	3	0	2	0	0	0	0	2	2	0	0	0	0	8	6	0	0	1	0	1	0	2	0	0	0	0	8	5	2	1	5	0	3	1	0	0	0
hsa-miR-3615	760	770	237	447	1462	98	528	417	447	1349	746	1000	145	110	29	492	102	163	276	97	248	656	871	2285	1042	198	3271	546	206	791	4523	129	392	831	424	1180	344	253	723	242	412	700	402	235	300
hsa-miR-3616-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3617-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3617-5p	3	4	2	0	5	0	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0
hsa-miR-3619-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-362-3p	0	1	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2
hsa-miR-362-5p	12	23	5	0	69	1	7	10	12	4	0	5	2	5	0	0	0	0	0	0	1	0	0	4	18	1	12	0	0	1	11	0	0	0	0	2	1	3	11	2	14	16	4	0	2
hsa-miR-3620-3p	2	1	1	1	1	2	1	0	1	3	1	4	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	1	0	3	2
hsa-miR-3620-5p	4	1	2	6.5	5	0	0.5	3	1	9.67	5	5.5	0	9	0	5	5.5	0	1	1.5	0	3	2	4.5	3	0	17.5	8	2	7	8	0	2.5	5	8	0	2	0	1	1	5	1	1	1	1
hsa-miR-3622a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-363-3p	182	154	123	94	187	26	498	136	211	325	278	241	39	23	11	93	40	46	62	40	112	79	476	394	194	76	468	58	71	140	371	77	68	90	129	100	92	173	105	89	145	204	245	74	65
hsa-miR-363-5p	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-3651	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3654	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365a-3p	0	0	0.5	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	1	2	0	6.5	0	0	0	0	0	0	0	0	0	0	0	2.5	0	1	0	1.5	0.5	1	0.5	0.5	0	1	0	0
hsa-miR-365a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
hsa-miR-365b-3p	0	0	0.5	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	1	2	0	6.5	0	0	0	0	0	0	0	0	0	0	0	2.5	0	1	0	1.5	0.5	1	0.5	0.5	0	1	0	0
hsa-miR-365b-5p	0	0	3	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3661	1	7	2	6	15	3	2	5	1	20	3	7	0	2	0	0	0	0	0	1	3	0	12	9	11	0	29	0	0	0	33	1	1	7	0	2	1	1	6	2	3	3	3	1	1
hsa-miR-3663-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3665	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	4	0	2	1	0	0	0	0	0	1	0
hsa-miR-3667-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-5p	5	0	0	0	8	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	2	0	0
